"","kw.ep","kw.eBH","glm.ep","glm.eBH"
"5c8ad94c8d93c70ffafaa3c4741cf3779bc2cdd2",0.0397570244781621,0.573801848698862,0.0480049176050852,0.305046856409289
"a25876622e2c1b010b3ac9576c587660579f3334",0.0263337837122019,0.529880084251033,0.0243353836285032,0.195928054853465
"5f3c352468b2b26cef2a8131680c08cfe504926f",0.0459100871518415,0.571613847594026,0.0548386303209894,0.287593119388129
"e7c3f2b868233ab660f0d127593a850e265d766b",0.0136219422083467,0.495758968674568,0.00286789154096563,0.0837342573373969
"06e6123bbf3716733deed71dc7baaafdceafc292",0.0336259344134241,0.544026718362261,0.0492381317768461,0.260521889102748
"a510f61050412e20109254876bc3a6ee3af85d23",0.0348121575264703,0.542471864371698,0.0515172228440159,0.267000241006578
"2416d99a9654344f391cda93833ced02a6bbfde9",0.0312422828404235,0.560218349095959,0.0119854216716849,0.169750453388325
"56896b6c38cd89ad016e8f1689b0d37b3ed77bf8",0.0078337024819351,0.448214773541222,0.0115378582444405,0.140830530807614
"1db38d30e6922ea3fe2d7a0bbb314c7779fa1f88",0.0252759242031759,0.518890741817578,0.0220842248509602,0.211371629747609
"89f5607a18b8b506b3f88d24858ce2a5c04a8f7c",0.0388502548623765,0.560326215311976,0.0251632997637348,0.222115234947596
"8fffbcf50f1275af1a02128c0d152ca86c4b4d9a",0.0019300159861145,0.344245134416726,0.00119284683391961,0.0340127461410371
"4d0d2f997e4ceb6c1b9193ac417a0019fc104a50",0.0388961471065536,0.552191148815057,0.060787569831005,0.275021582683765
"8569dac7e7496ccd2d3672b00acd88af63f70600",0.041399689966626,0.551154097513686,0.0435424792638545,0.252434224855488
"5f66e4a9cac86957b7403a0a6539234047dd3f44",0.00798250458142167,0.45918510185054,0.00498121952148916,0.100637329466053
"4ab1c3cc5e08a7456898c90ec00dfae5c8c800ae",0.0141542184811486,0.50857839465727,0.014293624604659,0.173319733267835
"96e39b1ef54fa3f9c292806badaae07afe83aae8",0.0368095366529236,0.558663058674601,0.0534715408035545,0.258042547076741
"b44dbf0ccaa55de7a048cea3611184121c68161b",0.0353446545964339,0.554238658654795,0.0490540158006494,0.25050444482738
"88594d73412c8da05677561549ce99693d0fc1ff",0.00218970122406929,0.36037010354837,0.00218558131137929,0.070963268301282
"097702307320565d38815dc91ae4bdb145bf5fe2",0.0279247208506215,0.519343431292727,0.0357169404981507,0.212437352201148
"33172d58eb524cad1eaaa95d60446f3a19fc1fa9",0.0445041754770658,0.557580713773483,0.0346126642691715,0.244424901495915
